// Note : ลฐ(ID)ฟอ ณปฟ๋ภบ นตๅฝร ลวภธทฮ ฑธบะตวพ๎พ฿ วีดฯดู.
//
IN_000_000	Sword
IN_011_067	พลอยแดงระดับสูง (+3 ~ +7)
ID_129_037	
IN_011_068	พลอยแดงระดับสูง (+3 ~ +8)
ID_129_044	
IN_011_069	พลอยแดงระดับสูง (+3 ~ +9)
ID_129_045	
IN_011_070	พลอยแดงระดับสูง (+4 ~ +7)
ID_129_046	
IN_011_071	พลอยแดงระดับสูง (+4 ~ +8)
ID_129_047	
IN_011_072	พลอยแดงระดับสูง (+4 ~ +9)
ID_129_048	
IN_011_073	พลอยแดงระดับสูง (+5 ~ +7)
ID_129_049	
IN_011_074	พลอยแดงระดับสูง (+5 ~ +8)
ID_129_050	
IN_011_075	พลอยแดงระดับสูง (+5 ~ +9)
ID_129_051	
IN_011_076	พลอยแดงระดับสูง (+5 ~ +10)
ID_129_056	
IN_011_077	พลอยแดงระดับสูง (+6 ~ +9)
ID_129_057	
IN_011_078	พลอยแดงระดับสูง (+6 ~ +10)
ID_129_058	
IN_011_079	น้ำยาขัดเงาระดับสูง (+1 ~ +6)
ID_129_059	
IN_011_080	น้ำยาขัดเงาระดับสูง (+2 ~ +6)
ID_129_060	
IN_011_081	น้ำยาขัดเงาระดับสูง (+2 ~ +7)
ID_129_061	
IN_011_082	น้ำยาขัดเงาระดับสูง (+3 ~ +7)
ID_129_062	
IN_011_083	น้ำยาขัดเงาระดับสูง (+3 ~ +8)
ID_129_063	
IN_011_084	น้ำยาขัดเงาระดับสูง (+3 ~ +9)
ID_129_064	
IN_011_085	น้ำยาขัดเงาระดับสูง (+4 ~ +7)
ID_129_065	
IN_011_086	น้ำยาขัดเงาระดับสูง (+4 ~ +8)
ID_129_067	
IN_011_087	น้ำยาขัดเงาระดับสูง (+4 ~ +9)
ID_129_069	
IN_011_088	น้ำยาขัดเงาระดับสูง (+5 ~ +7)
ID_130_001	
IN_011_089	น้ำยาขัดเงาระดับสูง (+5 ~ +8)
ID_130_002	
IN_011_090	น้ำยาขัดเงาระดับสูง (+5 ~ +9)
ID_130_003	
IN_011_091	น้ำยาขัดเงาระดับสูง (+5 ~ +10)
ID_130_004	
IN_011_092	น้ำยาขัดเงาระดับสูง (+6 ~ +9)
ID_130_005	
IN_011_093	น้ำยาขัดเงาระดับสูง (+6 ~ +10)
ID_131_001	
IN_011_094	กล่องพลอยแดงระดับกลาง
ID_131_002	
IN_011_095	กล่องพลอยแดงระดับสูง
ID_131_003	
IN_011_096	กล่องพลอยแดงระดับสูงสุด
ID_131_004	
IN_011_097	กล่องน้ำยาขัดเงาระดับกลาง
ID_131_005	
IN_011_098	กล่องน้ำยาขัดเงาระดับสูง
ID_131_006	
IN_011_099	กล่องน้ำยาขัดเงาระดับสูงสุด
ID_131_007	
IN_011_100	พลอยแดงระดับต้น (+1 ~ +4)
ID_131_008	
IN_011_101	พลอยแดงระดับต้น (+1 ~ +6)
ID_131_009	
IN_011_102	น้ำยาขัดเงาระดับต้น (+1 ~ +4)
ID_131_010	
IN_011_103	น้ำยาขัดเงาระดับต้น (+1 ~ +6)
ID_131_011	
IN_012_000	กล่องแร่ตีบวก
ID_131_012	
IN_012_001	กล่องแร่อัพเกรดอย่างดี
ID_131_013	
IN_012_002	กล่องรวมแร่สำคัญ
ID_131_014	
IN_012_003	กล่องพลอยแดงชุดใหญ่
ID_131_015	
IN_012_004	กล่องขัดเงาอย่างดีชุดใหญ่
ID_131_016	
IN_012_005	กล่องรวมธาตุพิเศษ
ID_131_017	
IN_012_006	เหล็กพิเศษ [6]
ID_131_018	
IN_012_007	ธาตุโซเดียมพิเศษ [6]
ID_131_019	
IN_012_008	ผลึกแก้วพิเศษ [6]
ID_131_020	
IN_012_009	ธาตุเงินพิเศษ [6]
ID_131_021	
IN_012_010	ผงกระดูกพิเศษ [6]
ID_131_022	
IN_013_000	ลูกธนูไม้
ID_131_023	
IN_013_001	ลูกธนูไม้อย่างดี
ID_131_024	
IN_013_002	ลูกธนูเงิน
ID_131_025	
IN_013_003	ลูกธนูเงินอย่างดี
ID_131_026	
IN_013_004	ลูกธนู Mizoli
ID_131_027	
IN_013_005	ลูกธนู Mizoli อย่างดี
ID_131_028	
IN_013_006	ลูกธนูเพลิง
ID_131_029	
IN_013_007	ลูกธนูฟ้าผ่าพิฆาต
ID_131_030	
IN_014_000	ลูกธนูลงยันต์
ID_131_031	
IN_014_001	ลูกธนูลงยันต์อย่างดี
ID_131_032	
IN_014_002	ลูกธนูลงยันต์ปีศาจ
ID_131_033	
IN_014_003	ลูกธนูลงยันต์ปีศาจอย่างดี
ID_131_034	
IN_014_004	ลูกธนูเทพเจ้า
ID_131_035	
IN_014_005	ลูกธนูเทพเจ้าอย่างดี
ID_132_001	
IN_014_006	ลูกธนูเทพเจ้าลิขิต
ID_132_002	
IN_014_007	ลูกธนูเงามืด
ID_132_003	
IN_015_000	Ganil Stone - Normal
ID_132_004	
IN_015_001	Ganil Of Janaohu
ID_132_005	
IN_015_002	Ganil Of Variant Iron Fist
ID_132_006	
IN_015_003	Ganil Of Dark Black Knife God
ID_132_007	
IN_016_000	Ganil Stone - Rare
ID_132_008	
IN_016_001	แผ่นทองคำ
ID_132_009	
IN_016_002	น้ำประสานทอง
ID_132_010	
IN_016_003	ผงทับทิม
ID_132_011	
IN_016_004	ผงไข่มุก
ID_132_012	
IN_016_005	ทับทิม
ID_132_013	
IN_016_006	ไข่มุก
ID_132_014	
IN_017_000	Ganil Stone - Unique
ID_132_015	
IN_017_001	Ganil Of
ID_132_016	
IN_018_000	Temp
ID_132_017	
IN_018_001	หินตีอาวุธ (ระดับต่ำ)
ID_132_018	
IN_018_002	หินตีอาวุธ (ระดับกลาง)
ID_132_019	
IN_018_003	หินตีอาวุธ (ระดับสูง)
ID_132_020	
IN_018_011	หินตีชุดเกราะ (ระดับต่ำ)
ID_132_021	
IN_018_012	หินตีชุดเกราะ (ระดับกลาง)
ID_132_026	
IN_018_013	หินตีชุดเกราะ (ระดับสูง)
ID_142_036	
IN_018_021	หอยเม็ด (ระดับต่ำ)
ID_142_051	
IN_018_022	หอยเม็ด (ระดับกลาง)
ID_142_058	
IN_018_031	น้ำยาหลอมเหลว
ID_142_059	
IN_018_032	แคปซูลจิต
ID_142_060	
IN_018_033	น้ำกลั่น
ID_142_061	
IN_018_041	โสมน้ำ
ID_142_062	
IN_018_051	ผลึกหิมะ
ID_142_063	
IN_018_052	ไข่มุกหิมะ
ID_142_064	
IN_019_000	ดาบสั้น
ID_142_065	
IN_019_001	HuiXuan Dagger (ธาตุน้ำแข็ง)
ID_142_066	
IN_019_002	HuiXuan Dagger (ธาตุไฟฟ้า)
ID_142_067	
IN_019_003	HuiXuan Dagger (ธาตุไฟ)
ID_142_121	
IN_019_004	Lace Dagger
ID_142_123	
IN_019_005	ดาบ
ID_144_001	
IN_019_006	XinYue Dagger
ID_144_002	
IN_019_007	HuiXuan Dagger
ID_144_003	
IN_019_008	ดาบวงพระจันทร์
ID_144_004	
IN_020_000	ชั่วคราว
ID_144_005	
IN_021_000	ชั่วคราว
ID_164_179	
IN_021_001	สร้อยหอยเนื้อไม้ (กลาง)
ID_164_180	
IN_021_002	สร้อยหอยหินดำ (กลาง)
ID_164_181	
IN_021_003	สร้อยหอยหินแข็ง (กลาง)
ID_164_182	
IN_021_004	สร้อยหอยกระดูกแข็ง (กลาง)
ID_164_183	
IN_021_005	สร้อยหอยกระดูกขาว (กลาง)
ID_164_184	
IN_021_051	แหวนหอยดีบุก (กลาง)
ID_241_001	
IN_021_052	แหวนหอยทองแดง (กลาง)
ID_260_082	
IN_022_000	ชั่วคราว
ID_260_084	
IN_022_001	น้ำยาหมักพื้นฟู
ID_260_085	
IN_022_002	น้ำยาฟื้นฟูจิต HP
ID_260_086	
IN_022_003	น้ำยาฟื้นฟูจิต MP
ID_260_087	
IN_022_004	น้ำยาฟื้นฟูจิต SP
ID_260_088	
IN_022_005	น้ำยาโสมฟื้นฟู HP
ID_260_089	
IN_022_006	น้ำยาโสมฟื้นฟู MP
ID_260_090	
IN_022_007	น้ำยาโสมฟื้นฟู SP
ID_260_091	
IN_022_021	น้ำยาลืมจิต
ID_260_092	
IN_023_000	อาวุธ
ID_260_093	
IN_023_001	กระบอง
ID_260_094	
IN_023_002	ท่อนเหล็ก
ID_260_095	
IN_023_003	ไม้เบสบอล
ID_260_096	
IN_023_004	ไม้เบสบอลเหล็ก
ID_260_097	
IN_023_005	กระบองหนาม
ID_260_098	
IN_023_006	กระบองตำรวจ 3 ตอน
ID_260_201	
IN_023_007	กระบองตำรวจแบบพิเศษ
ID_260_245	
IN_023_008	ไม้กอล์ฟ
ID_261_085	
IN_023_009	ไม้ฮ็อกกี้
ID_261_086	
IN_023_010	Marking Board
ID_261_087	
IN_023_011	ไม้กวาด
ID_261_088	
IN_023_012	ไม้เบสบอลเหล็ก
ID_261_090	
IN_024_000	ชั่วคราว
ID_261_091	
IN_025_000	ชั่วคราว
ID_261_092	
IN_026_000	ชั่วคราว
ID_261_093	
IN_027_000	ธนูเวทย์
ID_261_095	
IN_027_001	DuanQi Bow
ID_261_096	
IN_027_002	ZhunQi Bow
ID_261_097	
IN_027_003	Practicing Bow
ID_261_098	
IN_027_004	Competition Bow
ID_300_028	
IN_027_005	Light Mixed Gold Bow
ID_300_029	
IN_027_006	Giant Light Mixed Gold Bow
ID_300_030	
IN_027_007	Hunter Light Mixed Gold Bow
ID_300_031	
IN_027_008	Light Long Bow
ID_300_032	
IN_027_009	Robust Long Bow
ID_300_033	
IN_027_010	Fusion Light Wooden Long Bow
ID_300_034	
IN_027_011	Light Iron Long Bow
ID_300_035	
IN_027_012	Robust Light Iron Long Bow
ID_300_036	
IN_027_013	Combat Light Mixed Gold Bow
ID_300_037	
IN_027_014	Genie Light Bow
ID_300_038	
IN_027_015	ธนูวิญญาณ (รุนแรง)
ID_300_039	
IN_027_016	ธนูเทพ (เวทย์)
ID_300_040	
IN_028_000	มีด
ID_300_041	
IN_028_001	Novice Bamboo Dagger
ID_300_042	
IN_028_002	Bamboo Dagger
ID_300_043	
IN_028_003	Half-Moon Dagger
ID_300_044	
IN_028_004	Full-Moon Dagger
ID_300_045	
IN_028_005	Golden Dagger
ID_302_001	
IN_028_006	Silver Dagger
ID_303_029	
IN_028_007	Flying Dagger
ID_303_030	
IN_028_008	Cloud Dagger
ID_304_145	
IN_028_009	Wind Dagger
ID_304_146	
IN_028_010	BaGua Dagger
ID_304_147	
IN_028_011	Machinery Big Dagger
ID_304_148	
IN_028_012	Giant Dagger
ID_304_149	
IN_028_013	JiuHun Dagger
ID_304_150	
IN_028_014	Dragon Slayer Dagger
ID_304_151	
IN_028_015	ดาบไร้รูป
ID_304_152	
IN_028_016	มีดเหล็กดิบ
ID_304_153	
IN_028_017	มีดบัวขาว
ID_304_154	
IN_028_018	ดาบฟ้าสั่ง
ID_304_155	
IN_028_019	Noble Dagger
ID_304_156	
IN_028_020	Golden Dagger
ID_304_157	
IN_028_021	Double Dagger
ID_304_158	
IN_029_000	Bends _ Altogether To Use
ID_304_159	
IN_029_001	Short Bow
ID_304_160	
IN_029_002	Accurate Bow
ID_304_161	
IN_029_003	Application Bow
ID_304_162	
IN_029_004	Competition Bow
ID_304_163	
IN_030_000	Bends _ To Be Small
ID_304_164	
IN_030_001	Bend Bow
ID_304_165	
IN_030_002	Cross Bow
ID_304_166	
IN_030_003	Hunter Bow
ID_304_167	
IN_030_004	Short Wooden Bow
ID_304_168	
IN_030_005	Refined Short Wooden Bow
ID_304_169	
IN_030_006	Fusion Wooden Short Bow
ID_304_170	
IN_030_007	Iron Short Bow
ID_304_179	
IN_030_008	Refined Iron Short Bow
ID_304_180	
IN_030_009	Combat Bow
ID_304_181	
IN_030_010	Horn Bow
ID_304_182	
IN_030_011	ธนูปลายมีด (รุนแรง)
ID_304_183	
IN_030_012	ธนูกวาง
ID_304_184	
IN_030_013	ธนูกวาง (รุนแรง)
ID_304_185	
IN_030_014	Imperial Bow
ID_304_186	
IN_030_015	Refined Imperial Bow
ID_304_187	
IN_031_000	Bends _ To Be Big
ID_304_188	
IN_031_001	Mixed Gold Bow
ID_304_189	
IN_031_002	Giant Mixed Gold Bow
ID_304_190	
IN_031_003	Hunter Mixed Gold Bow
ID_304_191	
IN_031_004	Wooden Long Bow
ID_304_192	
IN_031_005	Robust Wooden Long Bow
ID_304_193	
IN_031_006	Fusion Wooden Long Bow
ID_304_194	
IN_031_007	Iron Long Bow
ID_304_195	
IN_031_008	Robust Iron Long Bow
ID_304_196	
IN_031_009	Bombat Mixed Gold Bow
ID_304_197	
IN_031_010	Genie Bow
ID_304_198	
IN_031_011	ธนูวิญญาณ (รุนแรง)
ID_304_199	
IN_031_012	ธนูเทพ
ID_304_200	
IN_031_013	ธนูเทพ (รุนแรง)
ID_304_201	
IN_031_014	Pack Bow
ID_304_202	
IN_031_015	Refined Pak Bow
ID_304_203	
IN_032_000	ถุงมือ
ID_304_204	
IN_032_001	Violeng Glove
ID_304_205	
IN_032_002	ถุงมือผ้าฝ้ายเกรด C
ID_304_206	
IN_032_003	ถุงมือผ้าฝ้ายเกรด B
ID_306_021	
IN_032_004	ถุงมือกีฬาเกรด C
ID_306_119	
IN_032_005	ถุงมือกีฬาเกรด B
ID_308_027	
IN_032_006	ถุงมือฝึกซ้อมเกรด C
ID_310_113	
IN_032_007	ถุงมือกีฬาเกรด B
ID_310_114	
IN_032_008	ถุงมือเหล็กเกรด C
ID_310_115	
IN_032_009	ถุงมือกีฬาเกรด B
ID_310_116	
IN_033_000	ถุงมือ
ID_310_117	
IN_033_001	C Level Navy Blue Gloves
ID_310_118	
IN_033_002	B Level Navy Blue Gloves
ID_310_119	
IN_033_003	D Level Fine Glove
ID_310_120	
IN_033_004	C Level Fine Glove
ID_310_121	
IN_033_005	B Level Fine Glove
ID_310_122	
IN_033_006	D Level Combat Gloves
ID_310_123	
IN_033_007	C Level Combat Gloves
ID_310_124	
IN_033_008	B Level Combat Gloves
ID_310_125	
IN_033_009	D Level Military Gloves
ID_310_126	
IN_033_010	C Level Military Gloves
ID_310_127	
IN_033_011	B Level Military Gloves
ID_310_128	
IN_033_012	ถุงมือนักหมัดเหล็ก C
ID_311_113	
IN_033_013	ถุงมือนักหมัดเหล็ก B
ID_311_114	
IN_033_014	ถุงมือนักหมัดเหล็ก A
ID_311_115	
IN_033_015	ถุงมือนักหมัดหิน C
ID_311_116	
IN_033_016	ถุงมือนักหมัดหิน B
ID_311_117	
IN_033_017	ถุงมือนักหมัดหิน A
ID_311_118	
IN_033_018	ถุงมือเพชรฆาตสายหมัด C
ID_311_119	
IN_033_019	ถุงมือเพชรฆาตสายหมัด B
ID_311_120	
IN_033_020	ถุงมือเพชรฆาตสายหมัด A
ID_311_121	
IN_034_000	ถุงมือ
ID_311_122	
IN_034_001	C Level Black Glove
ID_311_123	
IN_034_002	B Level Black Glove
ID_311_124	
IN_034_003	D Level Fine Sword Sec.Glove
ID_311_125	
IN_034_004	C Level Fine Sword Sec.Glove
ID_311_126	
IN_034_005	B Level Fine Sword Sec.Glove
ID_311_127	
IN_034_006	D Level Combat Warrior Glove
ID_311_128	
IN_034_007	C Level Combat Warrior Glove
ID_312_113	
IN_034_008	B Level Combat Warrior Glove
ID_312_114	
IN_034_009	D Level Military Warrior Glove
ID_312_115	
IN_034_010	C Level Military Warrior Glove
ID_312_116	
IN_034_011	B Level Military Warrior Glove
ID_312_117	
IN_034_012	ถุงมือนักดาบเหล็ก C
ID_312_118	
IN_034_013	ถุงมือนักดาบเหล็ก B
ID_312_119	
IN_034_014	ถุงมือนักดาบเหล็ก A
ID_312_120	
IN_034_015	ถุงมือนักดาบหิน C
ID_312_121	
IN_034_016	ถุงมือนักดาบหิน B
ID_312_122	
